index,CID,SMILES,mHash,mHashGeneric
17878,MAT-POS-dc2604c4-3,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CNC1,c1ccc2c(c1)CN(SCC1CNC1)CC2CNc1cncc2ccccc12,C1CC(CCC2CC3CCCCC3C(CCC3CCCC4CCCCC43)C2)C1
17879,MAT-POS-dc2604c4-4,N#CCCS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,c1ccc2c(c1)CNCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17880,EDJ-MED-c82a5324-1,CNC(=O)C(CO)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,c1ccc2c(c1)CNCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17881,EDJ-MED-c82a5324-2,O=C(CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1)NC1COC1,c1ccc2c(c1)CN(CCNC1COC1)CC2CNc1cncc2ccccc12,C1CC(CCCC2CC3CCCCC3C(CCC3CCCC4CCCCC43)C2)C1
17882,EDJ-MED-c82a5324-3,CC(C)(O)CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,c1ccc2c(c1)CNCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17883,PET-UNK-d61f3ea6-1,O=C(Nc1cncc2ccccc12)[C@@H]1CN(S(=O)(=O)N2CCCC2)Cc2ccc(Cl)cc21,c1ccc2c(c1)CN(SN1CCCC1)CC2CNc1cncc2ccccc12,C1CCC(CC2CC3CCCCC3C(CCC3CCCC4CCCCC43)C2)C1
17884,PET-UNK-d61f3ea6-2,CC(C)(C)S(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,c1ccc2c(c1)CNCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17885,PET-UNK-d61f3ea6-3,CC(C)(C#N)S(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,c1ccc2c(c1)CNCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17886,PET-UNK-d61f3ea6-4,O=C(Nc1cncc2ccccc12)[C@@H]1CN(S(=O)(=O)N2CCC(F)(F)C2)Cc2ccc(Cl)cc21,c1ccc2c(c1)CN(SN1CCCC1)CC2CNc1cncc2ccccc12,C1CCC(CC2CC3CCCCC3C(CCC3CCCC4CCCCC43)C2)C1
17887,PET-UNK-88d26eaf-1,CO[C@@]1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)N(C)C)Cc2ccc(Cl)cc21,c1ccc2c(c1)CNCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17888,PET-UNK-1e13ef09-1,O=C(Nc1cncc2cc(F)ccc12)[C@@H]1CS(=O)(=O)Cc2ccc(Cl)cc21,c1ccc2c(c1)CSCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17889,PET-UNK-1e13ef09-2,CS(=O)(=O)c1ccc2cncc(NC(=O)[C@@H]3CS(=O)(=O)Cc4ccc(Cl)cc43)c2c1,c1ccc2c(c1)CSCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17890,PET-UNK-1e13ef09-3,COc1cc2c(NC(=O)[C@@H]3CS(=O)(=O)Cc4ccc(Cl)cc43)cncc2cn1,c1ccc2c(c1)CSCC2CNc1cncc2cnccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17891,PET-UNK-1e13ef09-4,COc1cc2cncc(NC(=O)[C@@H]3CS(=O)(=O)Cc4ccc(Cl)cc43)c2cn1,c1ccc2c(c1)CSCC2CNc1cncc2ccncc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17892,PET-UNK-1e13ef09-5,O=C(Nc1cncc2cnccc12)[C@@H]1CS(=O)(=O)Cc2ccc(Cl)cc21,c1ccc2c(c1)CSCC2CNc1cncc2cnccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17893,PET-UNK-1e13ef09-6,O=C(Nc1cncc2ccncc12)[C@@H]1CS(=O)(=O)Cc2ccc(Cl)cc21,c1ccc2c(c1)CSCC2CNc1cncc2ccncc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17894,PET-UNK-b566c0b0-1,CO[C@@]1(C(=O)Nc2cncc3cc(F)ccc23)CS(=O)(=O)Cc2ccc(Cl)cc21,c1ccc2c(c1)CSCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17895,PET-UNK-b566c0b0-2,CO[C@@]1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CS(=O)(=O)Cc2ccc(Cl)cc21,c1ccc2c(c1)CSCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17896,PET-UNK-b566c0b0-3,COc1cc2c(NC(=O)[C@]3(OC)CS(=O)(=O)Cc4ccc(Cl)cc43)cncc2cn1,c1ccc2c(c1)CSCC2CNc1cncc2cnccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17897,PET-UNK-b566c0b0-4,COc1cc2cncc(NC(=O)[C@]3(OC)CS(=O)(=O)Cc4ccc(Cl)cc43)c2cn1,c1ccc2c(c1)CSCC2CNc1cncc2ccncc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17898,PET-UNK-b566c0b0-5,CO[C@@]1(C(=O)Nc2cncc3cnccc23)CS(=O)(=O)Cc2ccc(Cl)cc21,c1ccc2c(c1)CSCC2CNc1cncc2cnccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17899,PET-UNK-b566c0b0-6,CO[C@@]1(C(=O)Nc2cncc3ccncc23)CS(=O)(=O)Cc2ccc(Cl)cc21,c1ccc2c(c1)CSCC2CNc1cncc2ccncc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17900,PET-UNK-b566c0b0-7,CO[C@@]1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CN(S(=O)(=O)N(C)C)Cc2ccccc21,c1ccc2c(c1)CNCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17901,PET-UNK-b566c0b0-8,CO[C@@]1(C(=O)Nc2cncc3ccc(F)cc23)CN(S(=O)(=O)N(C)C)Cc2ccc(Cl)cc21,c1ccc2c(c1)CNCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17902,PET-UNK-b566c0b0-9,CO[C@@]1(C(=O)Nc2cncc3cc(F)ccc23)CN(S(=O)(=O)N(C)C)Cc2ccc(Cl)cc21,c1ccc2c(c1)CNCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17903,EDJ-MED-ee742daa-1,COC1(C(=O)Nc2cnccc2C(F)(F)F)CCOc2ccc(Cl)cc21,c1cncc(NCC2CCOc3ccccc32)c1,C1CCC(CCC2CCCC3CCCCC32)CC1
17904,EDJ-MED-ee742daa-2,O=C(Nc1cnccc1C(F)(F)F)C1CCNc2cc(Cl)c(Cl)cc21,c1cncc(NCC2CCNc3ccccc32)c1,C1CCC(CCC2CCCC3CCCCC32)CC1
17905,EDJ-MED-ee742daa-3,COC1(C(=O)Nc2cnccc2C(F)(F)F)CCOc2c(F)cc(F)cc21,c1cncc(NCC2CCOc3ccccc32)c1,C1CCC(CCC2CCCC3CCCCC32)CC1
17906,EDJ-MED-ee742daa-4,CN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cnccc2C(F)(F)F)C1,c1cncc(NCC2CNCc3ccccc32)c1,C1CCC(CCC2CCCC3CCCCC32)CC1
17907,ALP-POS-a2344586-1,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cc(=O)[nH]c3ccccc23)cc1,C1=C(C(CNCCc2ccccc2)N(Cc2ccco2)c2ccccc2)c2ccccc2NC1,C1CCC(CCCCC(C(CC2CCCC2)C2CCCCC2)C2CCCC3CCCCC32)CC1
17908,ALP-POS-a2344586-2,CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cc(=O)[nH]c3ccccc23)cc1,C1=C(C(CNCCc2ccccc2)N(Cc2cocn2)c2ccccc2)c2ccccc2NC1,C1CCC(CCCCC(C(CC2CCCC2)C2CCCCC2)C2CCCC3CCCCC32)CC1
17909,ALP-POS-a2344586-3,CC(C)(C)c1ccc(N(C(=O)c2c[nH]cn2)C(C(=O)NCCc2cccc(F)c2)c2cc(=O)[nH]c3ccccc23)cc1,C1=C(C(CNCCc2ccccc2)N(Cc2c[nH]cn2)c2ccccc2)c2ccccc2NC1,C1CCC(CCCCC(C(CC2CCCC2)C2CCCCC2)C2CCCC3CCCCC32)CC1
17910,MIC-UNK-ddc6ad53-1,O=C(Nc1cncc2ccccc12)C1(OCC(F)(F)F)CCOc2ccc(Cl)cc21,c1ccc2c(c1)OCCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17911,MIC-UNK-ddc6ad53-2,O=C(Nc1cncc2ccccc12)C1(OCCOC(F)(F)F)CCOc2ccc(Cl)cc21,c1ccc2c(c1)OCCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17912,MIC-UNK-ddc6ad53-3,O=C(Nc1cncc2ccccc12)C1(OCCC(F)(F)F)CCOc2ccc(Cl)cc21,c1ccc2c(c1)OCCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17913,MAT-POS-24589f88-1,COc1ccc2cncc(NC(=O)[C@@]3(OC)CCOc4ccc(Cl)cc43)c2c1,c1ccc2c(c1)OCCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17914,MAT-POS-24589f88-2,CS(=O)(=O)N1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3ccccc23)C1,c1ccc2c(c1)CNCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17915,MAT-POS-24589f88-3,CS(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,c1ccc2c(c1)CNCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17916,MAT-POS-24589f88-4,O=C(Nc1cncc2ccccc12)C1(CNCc2cn(CC3CCCO3)nn2)CCOc2ccc(Cl)cc21,c1ccc2c(c1)OCCC2(CNCc1cn(CC2CCCO2)nn1)CNc1cncc2ccccc12,C1CCC(CC2CCC(CCCC3(CCC4CCCC5CCCCC54)CCCC4CCCCC43)C2)C1
17917,MAT-POS-24589f88-5,Cc1nc(CN2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccc(F)cc34)C2)cs1,c1ccc2c(c1)CN(Cc1c[s]cn1)CC2CNc1cncc2ccccc12,C1CCC(CC2CC3CCCCC3C(CCC3CCCC4CCCCC43)C2)C1
17918,MAT-POS-24589f88-6,O=C(Nc1cncc2ccccc12)C1(CNCc2c(N3CCOCC3)nc3ccccn3c2=O)CCOc2ccc(Cl)cc21,C1=CC2=NC(N3CCOCC3)=C(CNCC3(CNc4cncc5ccccc45)CCOc4ccccc43)CN2C=C1,C1CCC(C2CC3CCCCC3CC2CCCC2(CCC3CCCC4CCCCC43)CCCC3CCCCC32)CC1
17919,MAT-POS-24589f88-7,CNC(=O)COc1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1OC,c1ccc(CNCC2(CNc3cncc4ccccc34)CCOc3ccccc32)cc1,C1CCC(CCCC2(CCC3CCCC4CCCCC43)CCCC3CCCCC32)CC1
17920,MAT-POS-24589f88-8,NC(=O)c1ccn(-c2ccc(CNCC3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cn2)n1,c1ccc2c(c1)OCCC2(CNCc1ccc(-n2cccn2)nc1)CNc1cncc2ccccc12,C1CCC(C2CCC(CCCC3(CCC4CCCC5CCCCC54)CCCC4CCCCC43)CC2)C1
17921,MAT-POS-24589f88-9,NS(=O)(=O)c1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1F,c1ccc(CNCC2(CNc3cncc4ccccc34)CCOc3ccccc32)cc1,C1CCC(CCCC2(CCC3CCCC4CCCCC43)CCCC3CCCCC32)CC1
17922,MAT-POS-24589f88-10,Cn1cc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n2ncc(C#N)c12,c1ccc2c(c1)OCCC2(CNCc1c[nH]c2ccnn12)CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1(CCCC2CCC3CCCC32)CCCC2CCCCC21
17923,MAT-POS-24589f88-11,O=C(NC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CCC(C(=O)N2CCCC2)O1,c1ccc2c(c1)OCCC2(CNc1cncc2ccccc12)NCC1CCC(CN2CCCC2)O1,C1CCC(CC2CCC(CCC3(CCC4CCCC5CCCCC54)CCCC4CCCCC43)C2)C1
17924,MAT-POS-24589f88-12,NS(=O)(=O)c1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1,c1ccc(CNCC2(CNc3cncc4ccccc34)CCOc3ccccc32)cc1,C1CCC(CCCC2(CCC3CCCC4CCCCC43)CCCC3CCCCC32)CC1
17925,MAT-POS-24589f88-13,CNS(=O)(=O)c1cc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)ccc1F,c1ccc(CNCC2(CNc3cncc4ccccc34)CCOc3ccccc32)cc1,C1CCC(CCCC2(CCC3CCCC4CCCCC43)CCCC3CCCCC32)CC1
17926,MAT-POS-24589f88-14,CN1CCN(c2cncc3ccccc23)C(=O)C1c1cccc(Cl)c1,c1ccc(C2CN(c3cncc4ccccc34)CCN2)cc1,C1CCC(C2CCCC(C3CCCC4CCCCC43)C2)CC1
17927,MAT-POS-24589f88-15,O=C1CN(c2ccc(CNCC3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cc2)CCN1,c1ccc2c(c1)OCCC2(CNCc1ccc(N2CCNCC2)cc1)CNc1cncc2ccccc12,C1CCC(C2CCC(CCCC3(CCC4CCCC5CCCCC54)CCCC4CCCCC43)CC2)CC1
17928,MAT-POS-24589f88-16,Cn1ccc(CN2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccc(F)cc34)C2)n1,c1ccc2c(c1)CN(Cc1cc[nH]n1)CC2CNc1cncc2ccccc12,C1CCC(CC2CC3CCCCC3C(CCC3CCCC4CCCCC43)C2)C1
17929,PET-UNK-2c6614b6-1,Cn1ncc2cncc(NC(=O)[C@@H]3CCS(=O)(=O)c4ccc(Cl)cc43)c21,c1ccc2c(c1)SCCC2CNc1cncc2cn[nH]c12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCC21
17930,PET-UNK-2c6614b6-2,COc1cc2c(NC(=O)[C@@H]3CCS(=O)(=O)c4ccc(Cl)cc43)cncc2cn1,c1ccc2c(c1)SCCC2CNc1cncc2cnccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17931,PET-UNK-2c6614b6-3,COc1cc2cncc(NC(=O)[C@@H]3CCS(=O)(=O)c4ccc(Cl)cc43)c2cn1,c1ccc2c(c1)SCCC2CNc1cncc2ccncc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17932,PET-UNK-2c6614b6-4,Cn1ccc2cncc(NC(=O)[C@@H]3CCS(=O)(=O)c4ccc(Cl)cc43)c21,c1ccc2c(c1)SCCC2CNc1cncc2cc[nH]c12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCC21
17933,PET-UNK-2c6614b6-5,O=C(Nc1cncc2cc(F)ccc12)[C@@H]1CCS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17934,PET-UNK-2c6614b6-6,O=C(Nc1cncc2ccc(F)cc12)[C@@H]1CCS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17935,PET-UNK-2c6614b6-7,O=C(Nc1cncc2cc(F)c(F)cc12)[C@@H]1CCS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17936,PET-UNK-2c6614b6-8,O=C(Nc1cncc2ccncc12)[C@@H]1CCS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCCC2CNc1cncc2ccncc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17937,PET-UNK-2c6614b6-9,O=C(Nc1cncc2cnccc12)[C@@H]1CCS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCCC2CNc1cncc2cnccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17938,PET-UNK-4b4f2bb7-1,CO[C@@]1(C(=O)Nc2cncc3cnn(C)c23)CCS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCCC2CNc1cncc2cn[nH]c12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCC21
17939,PET-UNK-4b4f2bb7-2,COc1cc2c(NC(=O)[C@]3(OC)CCS(=O)(=O)c4ccc(Cl)cc43)cncc2cn1,c1ccc2c(c1)SCCC2CNc1cncc2cnccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17940,PET-UNK-4b4f2bb7-3,COc1cc2cncc(NC(=O)[C@]3(OC)CCS(=O)(=O)c4ccc(Cl)cc43)c2cn1,c1ccc2c(c1)SCCC2CNc1cncc2ccncc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17941,PET-UNK-4b4f2bb7-4,CO[C@@]1(C(=O)Nc2cncc3ccn(C)c23)CCS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCCC2CNc1cncc2cc[nH]c12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCC21
17942,PET-UNK-4b4f2bb7-5,CO[C@@]1(C(=O)Nc2cncc3cc(F)ccc23)CCS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17943,PET-UNK-4b4f2bb7-6,CO[C@@]1(C(=O)Nc2cncc3ccc(F)cc23)CCS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17944,PET-UNK-4b4f2bb7-7,CO[C@@]1(C(=O)Nc2cncc3cc(F)c(F)cc23)CCS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17945,PET-UNK-4b4f2bb7-8,CO[C@@]1(C(=O)Nc2cncc3ccncc23)CCS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCCC2CNc1cncc2ccncc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17946,PET-UNK-4b4f2bb7-9,CO[C@@]1(C(=O)Nc2cncc3cnccc23)CCS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCCC2CNc1cncc2cnccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17947,PET-UNK-b78139fa-1,Cn1ncc2cncc(NC(=O)[C@@H]3CS(=O)(=O)c4ccc(Cl)cc43)c21,c1ccc2c(c1)SCC2CNc1cncc2cn[nH]c12,C1CC2CCCC2C(CCC2CCC3CCCCC32)C1
17948,PET-UNK-b78139fa-2,COc1cc2c(NC(=O)[C@@H]3CS(=O)(=O)c4ccc(Cl)cc43)cncc2cn1,c1ccc2c(c1)SCC2CNc1cncc2cnccc12,C1CCC2C(C1)CCCC2CCC1CCC2CCCCC21
17949,PET-UNK-b78139fa-3,COc1cc2cncc(NC(=O)[C@@H]3CS(=O)(=O)c4ccc(Cl)cc43)c2cn1,c1ccc2c(c1)SCC2CNc1cncc2ccncc12,C1CCC2C(C1)CCCC2CCC1CCC2CCCCC21
17950,PET-UNK-b78139fa-4,Cn1ccc2cncc(NC(=O)[C@@H]3CS(=O)(=O)c4ccc(Cl)cc43)c21,c1ccc2c(c1)SCC2CNc1cncc2cc[nH]c12,C1CC2CCCC2C(CCC2CCC3CCCCC32)C1
17951,PET-UNK-b78139fa-5,O=C(Nc1cncc2cc(F)ccc12)[C@@H]1CS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCC2CCCCC21
17952,PET-UNK-b78139fa-6,O=C(Nc1cncc2cc(F)c(F)cc12)[C@@H]1CS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCC2CCCCC21
17953,PET-UNK-b78139fa-7,O=C(Nc1cncc2ccc(F)cc12)[C@@H]1CS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCC2CCCCC21
17954,PET-UNK-b78139fa-8,O=C(Nc1cncc2ccncc12)[C@@H]1CS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCC2CNc1cncc2ccncc12,C1CCC2C(C1)CCCC2CCC1CCC2CCCCC21
17955,PET-UNK-b78139fa-9,O=C(Nc1cncc2cnccc12)[C@@H]1CS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCC2CNc1cncc2cnccc12,C1CCC2C(C1)CCCC2CCC1CCC2CCCCC21
17956,PET-UNK-b78139fa-10,CO[C@@]1(C(=O)Nc2cncc3cnn(C)c23)CS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCC2CNc1cncc2cn[nH]c12,C1CC2CCCC2C(CCC2CCC3CCCCC32)C1
17957,PET-UNK-b78139fa-11,COc1cc2c(NC(=O)[C@]3(OC)CS(=O)(=O)c4ccc(Cl)cc43)cncc2cn1,c1ccc2c(c1)SCC2CNc1cncc2cnccc12,C1CCC2C(C1)CCCC2CCC1CCC2CCCCC21
17958,PET-UNK-b78139fa-12,COc1cc2cncc(NC(=O)[C@]3(OC)CS(=O)(=O)c4ccc(Cl)cc43)c2cn1,c1ccc2c(c1)SCC2CNc1cncc2ccncc12,C1CCC2C(C1)CCCC2CCC1CCC2CCCCC21
17959,PET-UNK-b78139fa-13,CO[C@@]1(C(=O)Nc2cncc3ccn(C)c23)CS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCC2CNc1cncc2cc[nH]c12,C1CC2CCCC2C(CCC2CCC3CCCCC32)C1
17960,PET-UNK-b78139fa-14,CO[C@@]1(C(=O)Nc2cncc3cc(F)ccc23)CS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCC2CCCCC21
17961,PET-UNK-b78139fa-15,CO[C@@]1(C(=O)Nc2cncc3cc(F)c(F)cc23)CS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCC2CCCCC21
17962,PET-UNK-b78139fa-16,CO[C@@]1(C(=O)Nc2cncc3ccc(F)cc23)CS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCC2CCCCC21
17963,PET-UNK-b78139fa-17,CO[C@@]1(C(=O)Nc2cncc3ccncc23)CS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCC2CNc1cncc2ccncc12,C1CCC2C(C1)CCCC2CCC1CCC2CCCCC21
17964,PET-UNK-b78139fa-18,CO[C@@]1(C(=O)Nc2cncc3cnccc23)CS(=O)(=O)c2ccc(Cl)cc21,c1ccc2c(c1)SCC2CNc1cncc2cnccc12,C1CCC2C(C1)CCCC2CCC1CCC2CCCCC21
17965,EDJ-MED-015fb6b4-1,CNC(=O)CN1CC(OC)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1ccc2c(c1)CNCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17966,EDJ-MED-015fb6b4-2,CNC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1ccc2c(c1)CNCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17967,EDJ-MED-015fb6b4-3,CNC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)c(F)cc2C1=O,c1ccc2c(c1)CNCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17968,EDJ-MED-51d3200d-1,O=C(Nc1cncn2ccnc12)[C@@H]1CCOc2ccc(Cl)cc21,c1ccc2c(c1)OCCC2CNc1cncn2ccnc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCC21
17969,EDJ-MED-51d3200d-2,O=C(Nc1cncn2ncnc12)[C@@H]1CCOc2ccc(Cl)cc21,c1ccc2c(c1)OCCC2CNc1cncn2ncnc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCC21
17970,EDJ-MED-51d3200d-3,O=C(Nc1cncn2nccc12)[C@@H]1CCOc2ccc(Cl)cc21,c1ccc2c(c1)OCCC2CNc1cncn2nccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCC21
17971,EDJ-MED-51d3200d-4,O=C(Nc1cncn2cncc12)[C@@H]1CCOc2ccc(Cl)cc21,c1ccc2c(c1)OCCC2CNc1cncn2cncc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCC21
17972,ALF-EVA-82cf4849-1,CNc1cc2c(cc1Cl)[C@H](C(=O)Nc1cncc3ccccc13)CCN2,c1ccc2c(c1)NCCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
17973,ALF-EVA-82cf4849-2,O=C(Nc1cncc2ccccc12)[C@@H]1CCNc2cc(C3CC3)c(Cl)cc21,c1ccc2c(NCC3CCNc4cc(C5CC5)ccc43)cncc2c1,C1CCC2C(C1)CCCC2CCC1CCCC2CC(C3CC3)CCC12
17974,ALF-EVA-82cf4849-3,O=C(Nc1cncc2ccc(Cl)cc12)C1(O)CCCOc2ccc(Cl)cc21,c1ccc2c(c1)OCCCC2CNc1cncc2ccccc12,C1CCC(CCC2CCCC3CCCCC32)C2CCCCC2C1
17975,ALF-EVA-82cf4849-4,COC1(C(=O)Nc2cncc3ccc(Cl)cc23)CCCOc2ccc(Cl)cc21,c1ccc2c(c1)OCCCC2CNc1cncc2ccccc12,C1CCC(CCC2CCCC3CCCCC32)C2CCCCC2C1
